image_name,word_count,line_count,char_count,text_area_ratio,dominant_text_position,avg_text_width,avg_text_height,font_width_std,font_height_std,font_variety_estimation,flesch_score,readability,edge_count,edge_density,mean_edge_orientation,std_edge_orientation,edge_orientation_histogram,contour_count,avg_contour_length,height,width,symmetry_left_right,symmetry_top_bottom,aspect_ratio,balance_left_right,balance_top_bottom,rule_of_thirds_score
108.png,,,,,,,,,,,0.0,No readable text detected,9999,0.05445603868943883,82.87510512410753,58.83687073581958,"[0.21742174217421742, 0.14461446144614462, 0.07160716071607161, 0.10631063106310631, 0.13681368136813682, 0.062006200620062006, 0.09020902090209021, 0.171017101710171]",58,318.27023593105116,302,608,0.77,0.693,2.013,0.963,0.971,0.123
109.png,,,,,,,,,,,0.0,No readable text detected,372,0.001569673237915204,145.1683893076515,45.00860352847279,"[0.026881720430107527, 0.043010752688172046, 0.005376344086021506, 0.08602150537634409, 0.053763440860215055, 0.016129032258064516, 0.026881720430107527, 0.7419354838709677]",6,127.84349383910497,322,736,0.852,0.901,2.286,0.959,0.839,0.014
11.png,4.0,2.0,21.0,0.7223634651600753,top,301.5,51.0,33.5,1.0,Likely varied fonts/styles,97.03,Very Easy (5th grade),1602,0.03771186440677966,95.4287110955957,60.50966596204376,"[0.19600499375780275, 0.08239700374531835, 0.07615480649188515, 0.07615480649188515, 0.06679151061173533, 0.12172284644194757, 0.21660424469413234, 0.1641697877652934]",25,116.17893692016601,120,354,0.932,0.929,2.95,0.984,0.977,0.137
110.png,8.0,5.0,63.0,0.986540372494529,top,312.13,67.3,206.4,52.87,Likely varied fonts/styles,28.5,Very Confusing (College graduate),11445,0.06027237108190091,81.05116018710896,63.525700811449376,"[0.2871122761031018, 0.07514198339886413, 0.07217125382262997, 0.10100480559196155, 0.12136304062909567, 0.0708606378331149, 0.09340323285277413, 0.17894276976845785]",88,154.21792749925092,258,736,0.753,0.739,2.853,0.965,0.944,0.08
111.png,5.0,1.0,24.0,0.6774792621022657,center,768.0,57.0,0.0,0.0,Insufficient text,49.48,Difficult (College),3703,0.05730778754488052,87.23400180532546,58.37349750779421,"[0.19146637861193627, 0.10991088306778288, 0.058871185525249795, 0.1323251417769376, 0.1679719146637861, 0.05563056980826357, 0.15257899000810154, 0.1312449365379422]",36,165.37914362218646,82,788,0.914,0.912,9.61,0.969,0.817,0.09
112.png,1.0,1.0,5.0,0.8047722391743517,center,102.0,44.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),7611,0.05135627530364373,96.56077311041797,65.47809690837956,"[0.22362370253580344, 0.07791354618315596, 0.0737091052424123, 0.07081855209565104, 0.07817632374195244, 0.08803048219682039, 0.10497963473919328, 0.28274865326501114]",89,150.64879995517515,300,494,0.828,0.73,1.647,0.982,0.715,0.1
113.png,3.0,1.0,14.0,0.6633663366336634,top,196.0,26.0,0.0,0.0,Insufficient text,90.99,Very Easy (5th grade),13974,0.07969840762878132,83.85752368373802,46.073131830383815,"[0.0705596107055961, 0.18512952626305998, 0.11757549735222556, 0.17568341205095175, 0.18641763274652925, 0.08551595820810076, 0.10383569486188636, 0.0752826678116502]",188,114.09692266393215,202,868,0.746,0.606,4.297,0.971,0.876,0.049
114.png,,,,,,,,,,,0.0,No readable text detected,3354,0.08571866693927623,83.16950444478785,56.55167225610246,"[0.21794871794871795, 0.06290995825879547, 0.08199165175909362, 0.15175909361955875, 0.2039355992844365, 0.06797853309481217, 0.06618962432915922, 0.14728682170542637]",36,114.62087481882837,134,292,0.816,0.747,2.179,0.897,0.801,0.224
115.png,2.0,1.0,8.0,0.8501948972360028,bottom,585.0,113.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),478,0.004705094889361367,94.13774898778465,62.711111267915676,"[0.22594142259414227, 0.05439330543933055, 0.07740585774058577, 0.06903765690376569, 0.0899581589958159, 0.1401673640167364, 0.14853556485355648, 0.19456066945606695]",7,118.55316349438259,166,612,0.945,0.959,3.687,0.998,0.996,0.016
116.png,,,,,,,,,,,0.0,No readable text detected,18072,0.0761503455250295,81.07036489509609,50.54639033437551,"[0.14923638778220452, 0.12876272687029658, 0.17148074369189906, 0.13861221779548472, 0.11232846392208942, 0.11138778220451527, 0.09860557768924302, 0.08958610004426737]",175,148.37801112992423,340,698,0.673,0.675,2.053,0.949,0.888,0.109
117.png,1.0,1.0,8.0,0.7719900187149096,center,900.0,176.0,0.0,0.0,Insufficient text,36.62,Difficult (College),5366,0.026152136618839677,89.4065249534162,65.30514339006186,"[0.25027953783078644, 0.0997018263138278, 0.061871039880730526, 0.0667163622810287, 0.08907938874394335, 0.07827059262020127, 0.15486395825568394, 0.19921729407379798]",17,535.2752317961524,224,916,0.842,0.877,4.089,0.869,0.878,0.086
118.png,1.0,1.0,5.0,0.8786215379008746,top,238.0,60.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),5788,0.06591654518950438,91.07883479410633,65.10624754704648,"[0.24550794747753973, 0.07843814789219074, 0.055114029025570145, 0.10798203178991016, 0.12664132688320665, 0.04336558396682792, 0.0761921216309606, 0.26675881133379403]",55,203.47977323748847,224,392,0.893,0.847,1.75,0.977,0.926,0.184
119.png,1.0,1.0,5.0,0.4305923961096375,top,96.0,26.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),1097,0.0606211317418214,91.23246792455012,55.706835051435085,"[0.13764813126709208, 0.13673655423883319, 0.10756608933454877, 0.09845031905195989, 0.10938924339106655, 0.12944393801276208, 0.1340018231540565, 0.14676390154968094]",19,75.79407548277001,104,174,0.919,0.917,1.673,0.994,0.927,0.0
12.png,,,,,,,,,,,0.0,No readable text detected,8752,0.06760598195525892,89.23294593656539,56.210162136350846,"[0.16510511882998172, 0.09974862888482633, 0.11551645338208409, 0.11323126142595978, 0.12968464351005485, 0.10843235831809872, 0.11494515539305301, 0.1533363802559415]",100,137.53813387513162,186,696,0.597,0.728,3.742,0.743,0.943,0.162
120.png,1.0,1.0,4.0,0.7082996807815084,top,246.0,96.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),7459,0.07171839544632899,91.50328325368991,52.13984684127541,"[0.11435849309558922, 0.10081780399517362, 0.13031237431291057, 0.15028824239174152, 0.1417080037538544, 0.09827054564955087, 0.13835634803592975, 0.12588818876525004]",68,169.80467570529265,214,486,0.797,0.778,2.271,0.957,0.99,0.084
121.png,4.0,2.0,29.0,0.42219730941704037,center,215.0,28.0,197.0,4.0,Likely varied fonts/styles,-8.72,Very Confusing (College graduate),4395,0.06158912556053812,92.64364670332067,58.48797534705552,"[0.1738339021615472, 0.11080773606370876, 0.08236632536973834, 0.09647326507394767, 0.1012514220705347, 0.11558589306029579, 0.1645051194539249, 0.15517633674630263]",67,84.46343752519408,80,892,0.869,0.882,11.15,0.88,0.878,0.0
122.png,1.0,1.0,8.0,0.984,center,888.0,246.0,0.0,0.0,Insufficient text,-47.98,Very Confusing (College graduate),6115,0.027545045045045045,88.34979722289242,62.78483389366288,"[0.2286181520850368, 0.08094848732624693, 0.08618152085036795, 0.10907604251839738, 0.11905151267375307, 0.08258381030253475, 0.08225674570727719, 0.21128372853638594]",43,190.5778909034507,250,888,0.887,0.849,3.552,0.982,0.956,0.053
123.png,2.0,1.0,13.0,0.935799109351806,center,340.0,89.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),2014,0.062283523008411674,88.87317553584235,62.21177898615947,"[0.21400198609731877, 0.08987090367428004, 0.0858987090367428, 0.11072492552135055, 0.11370407149950347, 0.08937437934458789, 0.09930486593843098, 0.1971201588877855]",17,123.43607858349296,94,344,0.799,0.83,3.66,0.974,0.977,0.062
124.png,2.0,1.0,11.0,0.8120300751879699,center,258.0,72.0,0.0,0.0,Insufficient text,35.61,Difficult (College),1535,0.06710089176429446,90.79132304330588,64.32215102474524,"[0.23322475570032572, 0.06775244299674267, 0.08143322475570032, 0.10293159609120521, 0.10684039087947883, 0.09250814332247558, 0.08794788273615635, 0.2273615635179153]",15,112.28704601923624,86,266,0.841,0.821,3.093,0.984,0.902,0.164
125.png,3.0,1.0,21.0,0.930994005994006,center,550.0,63.0,0.0,0.0,Insufficient text,34.59,Difficult (College),8699,0.03620962370962371,101.3167359741938,56.53263959600315,"[0.16645591447292793, 0.044487872169214855, 0.06299574663754455, 0.08288309001034602, 0.12380733417634211, 0.1770318427405449, 0.18220485113231405, 0.16013334866076562]",34,302.7453290714937,280,858,0.821,0.721,3.064,0.994,0.935,0.076
126.png,0.0,0.0,0.0,0.3235888664282382,center,334.0,24.0,0.0,0.0,Insufficient text,100.24,Very Easy (5th grade),4198,0.054397968174985746,89.16534213833181,56.991367602374716,"[0.15197713196760362, 0.140543115769414, 0.11553120533587423, 0.09718913768461172, 0.09004287756074321, 0.1124344926155312, 0.15388280133396856, 0.13839923773225346]",87,59.59600307886628,118,654,0.942,0.925,5.542,0.975,0.81,0.1
127.png,6.0,3.0,39.0,0.5060634328358209,bottom,251.67,34.67,16.21,7.54,Likely uniform font,59.75,Fairly Difficult (10th-12th grade),3369,0.06547341417910447,86.68905503276909,61.99811660413911,"[0.22113386761650342, 0.11724547343425348, 0.08667260314633422, 0.06678539626001781, 0.08578213119620065, 0.10270109824873849, 0.1724547343425349, 0.14722469575541705]",53,85.65774126547687,96,536,0.927,0.912,5.583,0.984,0.897,0.062
128.png,5.0,4.0,32.0,0.7512363539358122,bottom,333.0,85.75,247.48,33.0,Likely varied fonts/styles,32.56,Difficult (College),10283,0.05275281129442666,88.08161326164071,64.47267902897656,"[0.26169405815423513, 0.05922396187882913, 0.06690654478265098, 0.1211708645336964, 0.11183506758727997, 0.07128269960128367, 0.07244967421958573, 0.23543712924243898]",100,148.2751066327095,262,744,0.789,0.769,2.84,0.994,0.951,0.068
129.png,0.0,0.0,0.0,0.645118552697702,top,534.0,96.0,190.0,18.0,Likely varied fonts/styles,33.58,Difficult (College),10746,0.06136643976426515,81.80176436313579,55.589245123403636,"[0.17355294993485948, 0.16573608784664062, 0.10171226502884795, 0.11725293132328309, 0.11995160990135864, 0.07649357900614182, 0.12237111483342639, 0.12292946212544202]",120,148.8909620175759,236,742,0.873,0.829,3.144,0.98,0.794,0.053
13.png,1.0,1.0,6.0,0.6895208235891638,top,114.0,50.0,0.0,0.0,Insufficient text,36.62,Difficult (College),9489,0.05338576829597624,92.79026406441828,64.93538778622562,"[0.22689429866160818, 0.09495204974180631, 0.0827273685319844, 0.07166192433343872, 0.07492886500158077, 0.08378122036041732, 0.10696596058594161, 0.2580883127832227]",155,102.74083710255161,322,552,0.742,0.731,1.714,0.972,0.752,0.129
130.png,0.0,0.0,0.0,1.007689442315879,top,648.0,227.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),5681,0.03778868667518093,88.98536010229986,53.885215823627114,"[0.14768526667840168, 0.09206125682098222, 0.10526315789473684, 0.15983101566625593, 0.16440767470515755, 0.0994543214222848, 0.0903010033444816, 0.14099630346769934]",79,126.21040696132032,232,648,0.699,0.704,2.793,0.892,0.99,0.115
131.png,2.0,2.0,16.0,0.7090802995429053,top,403.5,94.0,148.5,2.0,Likely varied fonts/styles,77.91,Fairly Easy (7th grade),6166,0.04997244464615684,90.08757815059866,65.85102293327193,"[0.2625689263704184, 0.058222510541680185, 0.051897502432695426, 0.11125527084009082, 0.13168991242296466, 0.06681803438209537, 0.05854686993188453, 0.2590009730781706]",36,224.13642057114177,218,566,0.822,0.802,2.596,0.899,0.865,0.07
132.png,3.0,2.0,21.0,0.2290048669359014,top,276.0,46.5,174.0,2.5,Likely varied fonts/styles,62.79,Standard (8th-9th grade),7829,0.06755893824859342,89.21544683178882,65.14436171012117,"[0.27027717460722955, 0.0809809681951718, 0.04943160045982884, 0.08047004726018649, 0.11112530335930515, 0.07255077276791416, 0.09758589858219441, 0.23757823476816964]",115,127.42063218199688,222,522,0.764,0.664,2.351,0.963,0.824,0.199
133.png,2.0,1.0,3.0,0.7172155991109315,center,122.0,76.0,0.0,0.0,Insufficient text,35.61,Difficult (College),2806,0.03543645180844615,83.67045544163074,70.32067658473463,"[0.3499643620812545, 0.05131860299358518, 0.040983606557377046, 0.08267997148966501, 0.10798289379900214, 0.037776193870277974, 0.0481111903064861, 0.2811831789023521]",13,239.64358874467703,98,808,0.798,0.899,8.245,0.836,0.913,0.031
134.png,2.0,2.0,7.0,0.49584588415386893,center,225.5,154.0,71.5,52.0,Likely varied fonts/styles,120.21,Very Easy (5th grade),10926,0.033720557009530396,76.90656036422034,54.997221966929615,"[0.2213069741900055, 0.15659893831228264, 0.09902983708585027, 0.1495515284642138, 0.07999267801574227, 0.08347062053816584, 0.09509427054731832, 0.11495515284642138]",114,174.27330113189262,308,1052,0.714,0.748,3.416,0.798,0.929,0.037
135.png,,,,,,,,,,,0.0,No readable text detected,2692,0.03547706905640485,97.31663761388691,70.1626536286719,"[0.24405646359583952, 0.12815750371471024, 0.06612184249628529, 0.03714710252600297, 0.023031203566121844, 0.03417533432392273, 0.10846953937592868, 0.3588410104011887]",18,209.5768345594406,140,542,0.928,0.947,3.871,0.961,0.989,0.038
136.png,2.0,1.0,11.0,0.7017909183994959,bottom,488.0,100.0,216.0,60.0,Likely varied fonts/styles,34.59,Difficult (College),10616,0.052260554505356015,70.96029185610087,49.72272583659576,"[0.23794272795779955, 0.1586284853051997, 0.1239638281838734, 0.12744913338357197, 0.12226827430293896, 0.08703843255463452, 0.07479276563677469, 0.06791635267520724]",99,150.65398737758096,276,736,0.741,0.616,2.667,0.93,0.73,0.12
137.png,4.0,2.0,22.0,0.8751520557943395,top,366.5,59.0,40.5,1.0,Likely varied fonts/styles,33.58,Difficult (College),4408,0.08936825885978428,62.41510308596546,56.09632074418063,"[0.3364337568058076, 0.20530852994555354, 0.06760435571687841, 0.09936479128856625, 0.08484573502722323, 0.04196914700544464, 0.0499092558983666, 0.11456442831215971]",43,137.4715970671454,118,418,0.735,0.699,3.542,0.956,0.983,0.085
138.png,3.0,1.0,5.0,0.7026489202061721,center,219.5,61.0,3.5,1.0,Likely uniform font,66.79,Standard (8th-9th grade),2484,0.040516735173223725,84.30049541072329,58.60752380010756,"[0.22745571658615138, 0.10748792270531402, 0.09259259259259259, 0.11272141706924316, 0.12842190016103058, 0.06159420289855073, 0.08695652173913043, 0.18276972624798712]",22,186.5772188522599,78,786,0.863,0.911,10.077,0.972,0.921,0.007
139.png,3.0,3.0,16.0,0.4972601981513256,center,176.0,72.67,44.03,44.13,Likely varied fonts/styles,62.79,Standard (8th-9th grade),2569,0.03554823711739636,87.30078458419791,60.08336068089536,"[0.1950175165434021, 0.10237446477228494, 0.09926041261191125, 0.12028026469443363, 0.12728688205527441, 0.08602569093032308, 0.08991825613079019, 0.17983651226158037]",31,117.62984382721686,178,406,0.807,0.866,2.281,0.632,0.89,0.047
14.png,1.0,1.0,5.0,0.8394499870432754,top,414.0,236.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),8289,0.033561965535112724,74.62029405480178,75.19605282822853,"[0.44794305706357823, 0.03305585716009169, 0.02533478103510677, 0.06659428157799493, 0.08251900108577633, 0.04415490408975751, 0.03269393171673302, 0.26770418627096154]",14,710.5842175398554,454,544,0.687,0.701,1.198,0.992,0.988,0.048
140.png,2.0,2.0,20.0,0.9846825396825397,top,419.33,73.67,98.53,26.56,Likely varied fonts/styles,15.64,Very Confusing (College graduate),6874,0.06819444444444445,90.00155116586618,65.98088335920902,"[0.27931335466977014, 0.050043642711667155, 0.03724178062263602, 0.1172534186790806, 0.1400931044515566, 0.035932499272621474, 0.08102996799534477, 0.25909223159732325]",37,227.37915925721865,200,504,0.781,0.701,2.52,0.988,0.926,0.099
141.png,3.0,2.0,20.0,0.7082591187175714,top,481.0,91.5,210.0,47.5,Likely varied fonts/styles,62.79,Standard (8th-9th grade),7727,0.04986576834714371,85.90618483763053,63.41532749244962,"[0.2756567878866313, 0.03766015271127216, 0.04102497735214184, 0.11414520512488677, 0.22065484664164617, 0.027048013459298564, 0.04749579396919891, 0.2363142228549243]",30,340.1402534921964,222,698,0.846,0.697,3.144,0.981,0.86,0.08
142.png,2.0,2.0,12.0,0.3902777777777778,bottom,109.5,34.0,43.5,8.0,Likely varied fonts/styles,77.91,Fairly Easy (7th grade),2504,0.052693602693602695,91.05694449675123,52.18869919468228,"[0.13059105431309903, 0.10103833865814696, 0.11940894568690096, 0.13099041533546327, 0.12619808306709265, 0.14017571884984026, 0.14376996805111822, 0.10782747603833866]",28,126.86415320209095,110,432,0.938,0.912,3.927,0.989,0.967,0.122
143.png,,,,,,,,,,,0.0,No readable text detected,2412,0.029035053929121726,85.15062459477882,62.750464231736785,"[0.2367330016583748, 0.08043117744610281, 0.10820895522388059, 0.08540630182421227, 0.13971807628524047, 0.08043117744610281, 0.07131011608623548, 0.19776119402985073]",13,212.04382773546072,236,352,0.727,0.865,1.492,0.9,0.943,0.011
144.png,,,,,,,,,,,0.0,No readable text detected,4641,0.031275270904091865,92.54987439353044,52.99953790093087,"[0.1191553544494721, 0.11463046757164404, 0.05257487610428787, 0.1777634130575307, 0.20512820512820512, 0.051712992889463474, 0.16569704804998922, 0.11333764274940746]",13,419.11686371839966,162,916,0.855,0.814,5.654,0.948,0.858,0.064
145.png,5.0,5.0,28.0,0.8577608501434146,center,289.6,82.8,175.73,33.0,Likely varied fonts/styles,49.48,Difficult (College),10144,0.05962288992335543,91.62487538548481,62.131208667044035,"[0.2183556782334385, 0.08280757097791798, 0.07511829652996846, 0.09966482649842272, 0.10912854889589906, 0.08862381703470032, 0.12076104100946372, 0.20554022082018927]",94,184.80580449992038,306,556,0.858,0.852,1.817,0.9,0.963,0.101
146.png,2.0,2.0,7.0,0.6695609756097561,center,197.5,70.0,30.5,2.0,Likely varied fonts/styles,120.21,Very Easy (5th grade),3628,0.04424390243902439,90.58415972970889,61.46149317462048,"[0.20093715545755236, 0.11190738699007717, 0.07056229327453142, 0.1063947078280044, 0.10308710033076075, 0.09095920617420065, 0.1163175303197354, 0.19983461962513782]",21,226.8141844726744,100,820,0.894,0.934,8.2,0.837,0.981,0.065
147.png,0.0,0.0,0.0,0.6146589967337786,top,402.0,164.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),11246,0.06852971286501243,85.95207234782987,63.55864712550011,"[0.27414191712608926, 0.04686110617108305, 0.03254490485505958, 0.12262137648941845, 0.20958563044638093, 0.03743553263382536, 0.050506846878890274, 0.22630268539925308]",54,191.50957662750173,292,562,0.722,0.739,1.925,0.858,0.895,0.05
148.png,4.0,1.0,29.0,0.36909174102036146,center,461.0,50.0,0.0,0.0,Insufficient text,12.43,Very Confusing (College graduate),4132,0.047266071837108216,91.65039401253897,53.288425843334174,"[0.1314133591481123, 0.1132623426911907, 0.11035818005808325, 0.12439496611810262, 0.12512100677637947, 0.1355275895450145, 0.1362536302032914, 0.12366892545982575]",53,87.4658641072939,186,470,0.848,0.846,2.527,0.798,0.937,0.075
149.png,5.0,3.0,33.0,0.5814112835216732,bottom,294.67,62.33,50.18,0.47,Likely varied fonts/styles,66.4,Standard (8th-9th grade),6758,0.07123882610895597,91.12562461894396,59.00634982314641,"[0.19236460491269605, 0.09203906481207458, 0.06140870079905297, 0.12207753773305711, 0.15137614678899083, 0.063924237940219, 0.14649304527966855, 0.1703166617342409]",65,135.69876810587368,154,616,0.871,0.806,4.0,0.991,0.97,0.157
15.png,6.0,3.0,35.0,0.6727728459530026,top,412.33,81.33,257.82,37.85,Likely varied fonts/styles,59.75,Fairly Difficult (10th-12th grade),9398,0.0490757180156658,73.68526610764489,54.67344908705932,"[0.17535645882102574, 0.22802723983826345, 0.14843583741221536, 0.08980634177484571, 0.08703979570121302, 0.060012768674186, 0.10619280698020855, 0.10512875079804214]",131,118.06514221657324,250,766,0.837,0.81,3.064,0.879,0.977,0.049
150.png,10.0,4.0,42.0,0.7799511476426799,top,228.2,50.6,113.99,23.63,Likely varied fonts/styles,109.04,Very Easy (5th grade),7378,0.07151442307692307,91.82007571440695,63.60152713723723,"[0.22905936568175658, 0.08552453239360261, 0.07915424234209813, 0.07291949037679588, 0.08416915153158037, 0.08593114665220927, 0.1562754133911629, 0.20696665763079425]",74,115.08764810014415,124,832,0.784,0.791,6.71,0.888,0.981,0.137
151.png,3.0,2.0,18.0,0.9896902173913044,center,363.0,69.5,207.0,21.5,Likely varied fonts/styles,62.79,Standard (8th-9th grade),15527,0.08438586956521739,94.11923282384562,55.89323590224079,"[0.1627487602241257, 0.07947446383718683, 0.08147098602434469, 0.12442841501899916, 0.14394280929992914, 0.10974431635216075, 0.1394989373349649, 0.15869131190828878]",121,229.5309602160099,250,736,0.782,0.775,2.944,0.972,0.905,0.06
152.png,3.0,1.0,18.0,0.6401510680986664,center,452.0,48.0,0.0,0.0,Insufficient text,62.79,Standard (8th-9th grade),2586,0.07630119202171604,91.91603179606834,54.26513320118147,"[0.12761020881670534, 0.12335653518948182, 0.09396751740139211, 0.13379737045630316, 0.1411446249033256, 0.11175560711523588, 0.12838360402165508, 0.139984532095901]",38,108.87893124316868,74,458,0.724,0.787,6.189,0.878,0.919,0.167
153.png,2.0,1.0,11.0,0.6668233082706767,center,258.0,44.0,0.0,0.0,Insufficient text,77.91,Fairly Easy (7th grade),1194,0.07013627819548872,91.81131309934611,57.348327854387925,"[0.15661641541038526, 0.13316582914572864, 0.07872696817420435, 0.09715242881072027, 0.10050251256281408, 0.1507537688442211, 0.15159128978224456, 0.13149078726968175]",18,103.39290421538882,64,266,0.805,0.84,4.156,0.881,0.907,0.174
154.png,2.0,2.0,14.0,0.6805744667055696,top,169.0,30.0,11.0,0.0,Likely uniform font,35.61,Difficult (College),3892,0.031543798223432534,79.5554560141097,64.19859744511731,"[0.30883864337101746, 0.0724563206577595, 0.04393627954779034, 0.08915724563206577, 0.1526207605344296, 0.05369989722507708, 0.14054470709146968, 0.13874614594039056]",40,121.68592110872268,212,582,0.838,0.843,2.745,0.894,0.604,0.041
155.png,0.0,0.0,0.0,0.6386970172684459,top,310.0,38.0,0.0,0.0,Insufficient text,62.79,Standard (8th-9th grade),3748,0.07354788069073784,86.9499041811038,63.86349698761976,"[0.25827107790821774, 0.07764140875133405, 0.06963713980789754, 0.08804695837780149, 0.10699039487726787, 0.0819103521878335, 0.13367129135538955, 0.18383137673425828]",47,98.47314722487268,104,490,0.858,0.796,4.712,0.98,0.725,0.105
156.png,2.0,2.0,9.0,0.734223859972363,bottom,274.0,106.33,248.78,71.18,Likely varied fonts/styles,90.99,Very Easy (5th grade),7128,0.03420082911100875,86.54709118463936,68.62872550050095,"[0.3306677890011223, 0.048961840628507294, 0.03773849607182941, 0.09708193041526375, 0.09666105499438833, 0.06130751964085297, 0.05457351290684624, 0.2730078563411897]",33,338.36996416250867,334,624,0.85,0.775,1.868,0.995,0.936,0.045
157.png,5.0,2.0,24.0,0.8070551005212211,top,283.0,54.0,1.0,12.0,Likely varied fonts/styles,66.4,Standard (8th-9th grade),3817,0.08881701414743112,65.21297198819036,55.59287653723317,"[0.3256484149855908, 0.1734346345297354, 0.08304951532617239, 0.08697930311763165, 0.09955462405030129, 0.06497249148545979, 0.0702122085407388, 0.09614880796436992]",35,135.0998525960105,136,316,0.767,0.734,2.324,0.995,0.974,0.146
